Para analizar los resultados podés bajar el .csv (Archivo > Descargar como),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Recordá calificar a la empresa donde estás trabajando en www.openqube.io,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Usá el código ENCUESTA en la tienda de sysarmy y llevate un 10% de descuento!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
,Esta obra está bajo una Licencia Creative Commons Atribución-NoComercial-CompartirIgual 4.0 Internacional.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dónde estás trabajando;Tipo de contrato;Salario mensual o retiro BRUTO (en tu moneda local);Salario mensual o retiro NETO (en tu moneda local);Pagos en dólares;¿Cuál fue el último valor de dólar que tomaron?;¿Qué tan conforme estás con tu sueldo?;Cómo creés que está tu sueldo con respecto al último semestre;Recibís algún tipo de bono;A qué está atado el bono;¿Tuviste ajustes por inflación durante 2021?;¿De qué % fue el ajuste total?;¿En qué mes fue el último ajuste?;Trabajo de;Años de experiencia;Años en la empresa actual;Años en el puesto actual;¿Gente a cargo?;Plataformas;Lenguajes de programación o tecnologías.;Frameworks, herramientas y librerías;Bases de datos;QA / Testing;IDEs;Cantidad de personas en tu organización;Trabajo para una empresa que no tiene oficina en mi ciudad;Actividad principal;¿La recomendás como un buen lugar para trabajar?;¿Cómo calificás las políticas de diversidad e inclusión?;Beneficios extra;Nivel de estudios alcanzado;Estado;Carrera;Universidad;Realizaste cursos de especialización;¿Contribuís a proyectos open source?;¿Programás como hobbie?;¿Tenés guardias?;Cuánto cobrás por guardia;¿Porcentaje, bruto o neto?;¿Sufriste o presenciaste situaciones de violencia laboral?;¿Tenés algún tipo de discapacidad?;¿Sentís que esto te dificultó el conseguir trabajo?;¿Cómo venís llevando la pandemia?;¿Tenés hijos/as menores de edad?;¿Con cuántas personas estás conviviendo?;¿Con quiénes convivís?;¿Tenés un espacio dedicado para el trabajo?;¿Tenés que compartir tu equipo de trabajo con alguien?;¿Qué tipo de cuarentena hiciste / estás haciendo?;¿Cambió tu situación laboral a raíz de la pandemia?;¿Qué tanto sentís que te está apoyando tu empresa/organización en esta situación?;¿Cómo se vio afectada tu empresa/organización?;¿Instauraron algún beneficio nuevo?;Tengo;Me identifico
Ciudad Autónoma de Buenos Aires;Tercerizado (trabajo a través de consultora o agencia);120000;105000;;;2;1;Menos de un sueldo;es para todos;Uno;15;3;Developer;11;11;8;0;Windows Server;.NET| C#| CSS| Javascript;Ninguno de los anteriores;Microsoft SQL Server| MySQL| Teradata;Ninguna de las anteriores;Visual Studio| Visual Studio Code;201-500;;Producto basado en Software;4;10;Descuentos varios (Mercado Pago| Clarín 365| Club La Nación| etc);;;;;;;;;;;;;;;;;;;;;;;;;39;Mujer Cis
Ciudad Autónoma de Buenos Aires;Full-Time;300;160;Cobro parte de mi sueldo en otro país, Mi sueldo está dolarizado (pero cobro en moneda local);101;3;3;De uno a tres sueldos;Performance individual, grupal y de la compañia;No;0;0;Architect;15;9;3;7;Ninguna de las anteriores;ActionScript| C++;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores;Notepad++| Sublime Text| Visual Studio;10001+;;Producto basado en Software;8;10;Abono de Internet| Capacitaciones y/o cursos| Descuento en gimnasios / Clases de gimnasia online| Clases de idiomas| Horarios flexibles| Lactario en la oficina| Licencia de paternidad / maternidad extendida| Stock options / RSUs;;;;;;;;;;;;;;;;;;;;;;;;;39;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;209000;149000;;;4;4;De uno a tres sueldos;Mix de las anteriores;Dos;20;6;Developer;2;0;0;0;Amazon Web Services| Docker| Google Cloud Platform/App Engine;Bash/Shell| Go| Groovy| HTML| Java| Javascript| SQL| TypeScript;Hibernate| Node.js| React.js| Spring;Amazon DynamoDB| Cassandra| ElasticSearch| MongoDB| MySQL| Redis;Jest| JUnit| Mocha;IntelliJ| Vim| Visual Studio Code| Xcode;10001+;;Producto basado en Software;10;10;Capacitaciones y/o cursos| Descuentos varios (Mercado Pago| Clarín 365| Club La Nación| etc)| Viáticos;Universitario;Completado;Licenciatura en Relaciones Internacionales;UTDT - Universidad Torcuato Di Tella;Sí| de forma particular| Sí| los pagó un empleador;No;No;Sí| pasiva;0;Porcentaje de mi sueldo;Jamás;;;4;0;0;Vivo solo/a;Sí;No;2;Cambié de trabajo| pero no por la pandemia;8;Se vio beneficiada;Ninguna de las anteriores;26;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;229009;152000;;;3;3;Un sueldo;Performance individual;Dos;43;7;Developer;1;2;1;0;Azure| Firebase| Kubernetes;Javascript| TypeScript;Node.js| React.js;MongoDB| MySQL;Ninguna de las anteriores;Visual Studio Code;201-500;;Producto basado en Software;6;7;Abono de Internet| Capacitaciones y/o cursos| Horarios flexibles;;;;;;;;;;;;;;;;;;;;;;;;;29;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;250000;170000;;;3;3;Un sueldo;Performance individual;No;0;1;Data Engineer;21;0;0;0;Linux| Mainframe;COBOL| Python| Scala| SQL;Ninguno de los anteriores;Apache HBase| ElasticSearch| IBM Db2| Teradata;Ninguna de las anteriores;IntelliJ| Notepad++;101-200;Trabajo para una empresa que no tiene oficina en mi ciudad;Servicios / Consultoría de Software / Digital;7;10;Abono de Internet| Clases de idiomas| Horarios flexibles| Vacaciones flexibles (adicionales a las reglamentarias);Universitario;En curso;Licenciatura en Sistemas de Información;Universidad Siglo 21;Sí| los pagó un empleador;No;No;No;0;Porcentaje de mi sueldo;Jamás;;;3;1;3;Pareja;Sí;No;4;Decidí buscar otro trabajo;8;No la afectó;Pago de abono de Internet;41;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;120000;96000;;;2;2;Un sueldo;Performance grupal;Uno;9;4;Developer;34;8;8;0;AIX| Linux| Mainframe;C| C++| COBOL| SQL| VBA;Ninguno de los anteriores;IBM Db2| Informix| Microsoft SQL Server| MySQL| Oracle| Sybase;HP Quality Center;Visual Studio;2001-5000;;Otras industrias;4;3;Ninguna de las anteriores;;;;;;;;;;;;;;;;;;;;;;;;;53;Varón Cis
Ciudad Autónoma de Buenos Aires;Remoto (empresa de otro país);USD 5000 (contractor);;Cobro en dólares, Cobro parte de mi sueldo en otro país;;4;3;No;No recibo bono;No;0;0;Recruiter / HR;8;1;1;0;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores;Ninguno de los anteriores;Nov-50;Trabajo para una empresa que no tiene oficina en mi ciudad;Producto basado en Software;8;8;Abono de celular| Abono de Internet| Horarios flexibles| Licencia de paternidad / maternidad extendida| Stock options / RSUs| Vacaciones flexibles (adicionales a las reglamentarias)| Reintegro por medicina prepaga| grupo familiar (OSDE 410);Universitario;Incompleto;Psicología;UBA - Universidad de Buenos Aires;No;No;No;No;0;Bruto;Jamás;;;;;;;;;;;;;;30;Varón Cis
Ciudad Autónoma de Buenos Aires;Remoto (empresa de otro país);360000;330000;Cobro en dólares, Cobro parte de mi sueldo en otro país;Cobro 3/4 de mi salario en dólares depositados en USA;3;3;De uno a tres sueldos;Performance de la compañía;No;0;0;Manager / Director;18;15;15;10;Linux;HTML| R;WordPress;Ninguna de las anteriores;Ninguna de las anteriores;RStudio;10-Jan;Trabajo para una empresa que no tiene oficina en mi ciudad;Otras industrias;9;10;Abono de celular| Capacitaciones y/o cursos| Horarios flexibles| Licencia de paternidad / maternidad extendida| Stock options / RSUs| Vacaciones flexibles (adicionales a las reglamentarias)| Viáticos;;;;;;;;;;;;;;;;;;;;;;;;;41;Hombre
Ciudad Autónoma de Buenos Aires;Full-Time;138000;113000;;;1;1;No;No recibo bono;Uno;11;4;Project Manager;10;3;3;0;Amazon Web Services| Arduino o similar| SAP;ABAP| HTML| Javascript| SQL;.NET Core;MySQL;Ninguna de las anteriores;Notepad++;2001-5000;;Otras industrias;7;7;Comidas pagas / subvencionadas| Horarios flexibles;;;;;;;;;;;;;;;;;;;;;;;;;41;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;346300;200000;;;3;3;De uno a tres sueldos;Performance grupal;Dos;50;6;Project Manager;15;2;0;5;Amazon Web Services| Docker| Google Cloud Platform/App Engine;Go| Groovy| SQL;Hibernate;Amazon DynamoDB| ElasticSearch| Oracle| Teradata;Ninguna de las anteriores;IntelliJ;10001+;;Producto basado en Software;10;10;Abono de celular| Descuento en gimnasios / Clases de gimnasia online| Clases de idiomas| Comidas pagas / subvencionadas| Descuentos varios (Mercado Pago| Clarín 365| Club La Nación| etc)| Estacionamiento gratuito / subvencionado| Horarios flexibles| Lactario en la oficina| Licencia de paternidad / maternidad extendida;;;;;;;;;;;;;;;;;;;;;;;;;36;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;400;250;;;3;4;No;No recibo bono;Dos;60;7;Recruiter / HR;11;0;3;14;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores;Ninguno de los anteriores;2001-5000;;Producto basado en Software;10;10;Clases de idiomas| Descuentos varios (Mercado Pago| Clarín 365| Club La Nación| etc)| Estacionamiento gratuito / subvencionado| Horarios flexibles| Licencia de paternidad / maternidad extendida| Stock options / RSUs| Vacaciones flexibles (adicionales a las reglamentarias);Universitario;Completado;Traductorado y Psicología Social;UMSA ;Sí| de forma particular| Sí| los pagó un empleador;No;No;No;0;Bruto;;;;;;;;;;;;;;;31;Mujer Cis
Ciudad Autónoma de Buenos Aires;Full-Time;158000;126000;;;3;3;De uno a tres sueldos;Performance de la compañía;Más de tres;35;7;Analista funcional sr;10;3;3;1;SAP;SQL| VBA;Ninguno de los anteriores;Microsoft SQL Server;SoapUI;Ninguno de los anteriores;2001-5000;;Otras industrias;8;7;Descuento en gimnasios / Clases de gimnasia online| Descuentos varios (Mercado Pago| Clarín 365| Club La Nación| etc)| Lactario en la oficina| Licencia de paternidad / maternidad extendida| Vacaciones flexibles (adicionales a las reglamentarias);Secundario;Completado;;;Sí| de forma particular;No;Sí;No;0;Bruto;En un trabajo anterior;;;;;;;;;;;;;;29;Mujer Cis
Ciudad Autónoma de Buenos Aires;Full-Time;257000;173000;;;2;2;Menos de un sueldo;Performance individual;Uno;25;5;Project Manager;13;2;2;20;Azure;.NET| C#| Python;Ninguno de los anteriores;Microsoft SQL Server| Oracle;TFS;Notepad++| PyCharm| Visual Studio;201-500;;Servicios / Consultoría de Software / Digital;8;8;Abono de celular| Abono de Internet| Capacitaciones y/o cursos| Horarios flexibles;Universitario;Completado;Licenciatura en Sistemas de Información;UP - Universidad de Palermo;Sí| de forma particular| Sí| los pagó un empleador;No;No;No;0;Porcentaje de mi sueldo;;;;;;;;;;;;;;;33;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;176000;131656;Cobro parte de mi sueldo en otro país, Mi sueldo está dolarizado (pero cobro en moneda local);;3;4;No;No recibo bono;Tres;35;7;QA / Tester;7;0;1;0;Azure;Ninguno de los anteriores;Ninguno de los anteriores;MySQL;Ninguna de las anteriores;Ninguno de los anteriores;10001+;;Servicios / Consultoría de Software / Digital;9;0;Abono de Internet| Capacitaciones y/o cursos| Descuento en gimnasios / Clases de gimnasia online| Clases de idiomas| Descuentos varios (Mercado Pago| Clarín 365| Club La Nación| etc)| Horarios flexibles| Licencia de paternidad / maternidad extendida| Stock options / RSUs| Vacaciones flexibles (adicionales a las reglamentarias);Universitario;En curso;Diseño Multimedial;UADE - Universidad Argentina De la Empresa;Sí| de forma particular| Sí| los pagó un empleador;No;No;No;0;Neto;Jamás;;No;3;3;4;Pareja| Hijos/as (tiempo completo);No;No;3;Cambié de trabajo| pero no por la pandemia;8;No la afectó;Pago de abono de Internet;31;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;400000;330000;Cobro parte de mi sueldo en otro país, Mi sueldo está dolarizado (pero cobro en moneda local);100;4;3;De uno a tres sueldos;Mix de las anteriores;Dos;52;6;Manager / Director;11;1;4;14;Amazon Web Services| Serverless;.NET| HTML| Python;.NET Core| React.js;Amazon DynamoDB| Amazon RDS/Aurora;Selenium;IntelliJ| Visual Studio| Visual Studio Code;10001+;;Producto basado en Software;10;10;Abono de celular| Abono de Internet| Capacitaciones y/o cursos| Descuento en gimnasios / Clases de gimnasia online| Clases de idiomas| Descuentos varios (Mercado Pago| Clarín 365| Club La Nación| etc)| Horarios flexibles| Licencia de paternidad / maternidad extendida| Stock options / RSUs| Vacaciones flexibles (adicionales a las reglamentarias);Universitario;Incompleto;Ingeniería en Sistemas de Información;UTN - Universidad Tecnológica Nacional;Sí| de forma particular| Sí| los pagó un empleador;No;Sí;No;0;Bruto;En un trabajo anterior;Visual;No;2;0;0;Vivo solo/a;No;No;2;Decidí buscar otro trabajo;8;Despidió a algunas personas| Nos obligaron a tomarnos vacaciones| Frenaron las contrataciones;Clases de gimnasia| Clases de meditación| Clases de yoga| Días libres extras| Pago de abono de celular| Pago de abono de Internet;33;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;105000;84000;;;2;2;No;No recibo bono;Uno;6;7;Jefe de it;10;3;3;0;Docker| Linux| SAP| VMWare| Windows Server;Ninguno de los anteriores;SAP;Microsoft Azure (Tables| CosmosDB| SQL| etc)| Microsoft SQL Server;Ninguna de las anteriores;Ninguno de los anteriores;Nov-50;;Otras industrias;6;7;Abono de celular| Abono de Internet;;;;;;;;;;;;;;;;;;;;;;;;;35;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;108000;89888;;;3;3;No;No recibo bono;Uno;20;4;Developer;3;0;0;0;Ninguna de las anteriores;CSS| HTML| Java| Javascript;Hibernate| Struts;Oracle;Ninguna de las anteriores;Eclipse;10001+;;Servicios / Consultoría de Software / Digital;7;7;Abono de celular| Abono de Internet| Capacitaciones y/o cursos| Clases de idiomas| Horarios flexibles| Vacaciones flexibles (adicionales a las reglamentarias);Universitario;En curso;Ingeniería en Informática;UBA - Universidad de Buenos Aires;Sí| de forma particular| Sí| los pagó un empleador;No;Sí;No;0;Porcentaje de mi sueldo;Jamás;Visual;No;4;0;1;Pareja;No;No;2;Cambié de trabajo| pero no por la pandemia;9;No la afectó;Pago de abono de celular| Pago de abono de Internet;24;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;214000;155000;;;2;2;No;No recibo bono;Uno;20;6;SysAdmin / DevOps / SRE;7;0;7;0;Docker| Kubernetes| Linux| OpenStack| Windows Server;Bash/Shell| Perl| Python;Ninguno de los anteriores;ElasticSearch| MariaDB| PostgreSQL| SQLite;Postman| Selenium;Notepad++| PyCharm| Vim| Visual Studio;501-1000;;Servicios / Consultoría de Software / Digital;2;5;Ninguna de las anteriores;Universitario;En curso;Tecnicatura en Programación;UADE - Universidad Argentina De la Empresa;Sí| de forma particular;No;Sí;Sí| activa;10000;Bruto;Jamás;;No;3;0;0;Vivo solo/a;Sí;No;3;Cambié de trabajo| pero no por la pandemia;6;No la afectó;Ninguna de las anteriores;26;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;310051;206476;;;4;4;Menos de un sueldo;Performance de la compañía;Dos;25.4;7;Technical Leader;9;9;2;24;Docker| Linux;CSS| HTML| Javascript| PHP| SQL| TypeScript| GraphQL| LESS| SASS;jQuery| Node.js| React.js| VTEX IO| Magento| Tachyons;ElasticSearch| MySQL;Postman;Sublime Text| Visual Studio Code;201-500;;Producto basado en Software;7;7;Abono de Internet| Capacitaciones y/o cursos| Descuento en gimnasios / Clases de gimnasia online| Comidas pagas / subvencionadas| Descuentos varios (Mercado Pago| Clarín 365| Club La Nación| etc)| Vacaciones flexibles (adicionales a las reglamentarias)| Prepaga para grupo familiar;Universitario;Completado;Diseño Gráfico;UBA - Universidad de Buenos Aires;Sí| de forma particular| Sí| los pagó un empleador;No;Sí;Sí| pasiva;0;Porcentaje de mi sueldo;Jamás;;No;4;0;1;Pareja;Sí;No;3;No;8;Se vio beneficiada;Compra de accesorios (escritorio| monitor| teclado| mouse| etc)| Pago de abono de Internet| Hubo clases de yoga y gimnasia pero fue algo eventual| no quedó como algo periódico| por lo que no lo cuento como un beneficio incorporado.;37;Varón Trans
Ciudad Autónoma de Buenos Aires;Full-Time;300000;250000;;;4;4;No;No recibo bono;Dos;15;6;Developer;6;0;0;0;Docker| Kubernetes| Microcontroladores;Java;Spring;PostgreSQL| Redis;JUnit;IntelliJ;10001+;;Producto basado en Software;9;10;Capacitaciones y/o cursos| Descuento en gimnasios / Clases de gimnasia online| Clases de idiomas| Comidas pagas / subvencionadas| Cuota para universidad / posgrados| Descuentos varios (Mercado Pago| Clarín 365| Club La Nación| etc)| Vacaciones flexibles (adicionales a las reglamentarias)| Stocks;Universitario;En curso;Ingeniería en Sistemas de Información;UTN - Universidad Tecnológica Nacional;No;No;No;Sí| pasiva;27000;Bruto;Jamás;;No;;;;;;;;;;;;27;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;890000;;;;4;4;De uno a tres sueldos;Mix de las anteriores;Dos;30;7;Manager / Director;22;3;3;70;Amazon Web Services| Google Cloud Platform/App Engine;Go| Java| Kotlin| Objective-C| Swift;Ninguno de los anteriores;Apache Hive| ElasticSearch| Google Cloud Storage| Redis| Teradata;Appium| Selenium;Android Studio| IntelliJ| Nano| PyCharm| Sublime Text| Visual Studio Code| Xcode;10001+;;Producto basado en Software;10;10;Abono de celular| Capacitaciones y/o cursos| Descuento en gimnasios / Clases de gimnasia online| Clases de idiomas| Comidas pagas / subvencionadas| Cuota para universidad / posgrados| Descuentos varios (Mercado Pago| Clarín 365| Club La Nación| etc)| Estacionamiento gratuito / subvencionado| Horarios flexibles| Lactario en la oficina| Licencia de paternidad / maternidad extendida| Vacaciones flexibles (adicionales a las reglamentarias);Terciario;Completado;Analista de Sistemas;;Sí| de forma particular| Sí| los pagó un empleador;No;Sí;No;0;Porcentaje de mi sueldo;Jamás;;;;;;;;;;;;;;41;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;230000;180000;;;3;3;De uno a tres sueldos;Performance individual;Dos;30;7;Networking;17;14;4;6;Azure| Linux| Cisco;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores;Ninguno de los anteriores;501-1000;;Otras industrias;7;6;Abono de celular| Lactario en la oficina;Universitario;Completado;Licenciatura en Sistemas de Información;UP - Universidad de Palermo;Sí| de forma particular| Sí| los pagó un empleador;No;No;Sí| pasiva;0;Bruto;Jamás;;;3;0;0;Vivo solo/a;No;No;3;Se arranco con trabajo remoto;8;Bajo la recaudacion.;Ninguna de las anteriores;36;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;160000;132000;;158;2;2;No;No recibo bono;No;0;0;UX;5;1;1;0;Google Cloud Platform/App Engine;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores;Ninguno de los anteriores;5001-10000;Trabajo para una empresa que no tiene oficina en mi ciudad;Servicios / Consultoría de Software / Digital;7;7;Capacitaciones y/o cursos| Horarios flexibles| Licencia de paternidad / maternidad extendida| Vacaciones flexibles (adicionales a las reglamentarias);;;;;;;;;;;;;;;;;;;;;;;;;27;Varón Cis
Ciudad Autónoma de Buenos Aires;Remoto (empresa de otro país);459000;188000;Cobro en dólares, Cobro parte de mi sueldo en otro país;;1;1;No;No recibo bono;No;0;0;SDET;5;1;3;0;Amazon Web Services| Azure| Docker;.NET| C#| Javascript| Python;.NET Core| React.js;Microsoft Azure (Tables| CosmosDB| SQL| etc)| Microsoft SQL Server;NUnit;Visual Studio| Visual Studio Code;101-200;Trabajo para una empresa que no tiene oficina en mi ciudad;Producto basado en Software;6;3;Ninguna de las anteriores;;;;;;;;;;;;;;;;;;;;;;;;;25;Varón Cis
Ciudad Autónoma de Buenos Aires;Remoto (empresa de otro país);540000;540000;Cobro en dólares;98;2;2;No;No recibo bono;No;0;0;Developer;10;7;2;1;Amazon Web Services| Docker| Firebase| Google Cloud Platform/App Engine| Heroku| Kubernetes| Linux;HTML| Javascript| Objective-C| Python| Swift;Bootstrap| Django| jQuery| React.js| SwiftUI;Amazon RDS/Aurora| MySQL| PostgreSQL| SQLite;Ninguna de las anteriores;IPython / Jupyter| PyCharm| Visual Studio Code| Xcode;Nov-50;Trabajo para una empresa que no tiene oficina en mi ciudad;Producto basado en Software;7;9;Licencia de paternidad / maternidad extendida;Universitario;Incompleto;Licenciatura en Ciencias de la Computación;UBA - Universidad de Buenos Aires;Sí| de forma particular;Sí;Sí;No;0;Neto;Jamás;;;3;2;3;Pareja| Hijos/as (tiempo completo);Sí;No;4;No;7;Cerró oficinas| No la afectó| Se vio beneficiada;Ninguna de las anteriores;35;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;53000;45000;;;3;2;No;No recibo bono;Uno;10;3;Developer;3;5;5;0;QlikView;Java| SQL;Ninguno de los anteriores;Microsoft SQL Server;Ninguna de las anteriores;Eclipse;1001-2000;;Producto basado en Software;8;9;Capacitaciones y/o cursos;;;;;;;;;;;;;;;;;;;;;;;;;25;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;165672;142153;;;4;4;No;No recibo bono;Dos;30;7;UX;2;2;2;0;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores;Ninguno de los anteriores;201-500;;Producto basado en Software;8;6;Abono de Internet| Capacitaciones y/o cursos| Descuento en gimnasios / Clases de gimnasia online| Comidas pagas / subvencionadas| Descuentos varios (Mercado Pago| Clarín 365| Club La Nación| etc);Universitario;Completado;Diseño Gráfico;UBA - Universidad de Buenos Aires;Sí| de forma particular;No;No;No;0;Porcentaje de mi sueldo;;;;;;;;;;;;;;;35;Mujer Cis
Ciudad Autónoma de Buenos Aires;Full-Time;150000;120000;Cobro parte de mi sueldo en otro país;178;3;2;De uno a tres sueldos;Performance de la compañía;Dos;25;7;VP / C-Level;10;2;2;15;Amazon Web Services| Docker| Firebase| Google Cloud Platform/App Engine| Heroku| Linux;HTML| Javascript| SQL| TypeScript;Node.js| React.js| Vue.js;Amazon DynamoDB| Amazon Redshift| Amazon RDS/Aurora| MongoDB| PostgreSQL;Jest;Sublime Text| Vim| Visual Studio Code;Nov-50;;Otras industrias;7;8;Ninguna de las anteriores;;;;;;;;;;;;;;;;;;;;;;;;;35;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;200000;170000;;;3;4;No;No recibo bono;Uno;45;1;DBA;15;10;10;10;AIX| HP-UX| Linux| VMWare| Windows Server;SQL;Ninguno de los anteriores;Oracle;Ninguna de las anteriores;Sublime Text| Vi| Vim;10001+;;Servicios / Consultoría de Software / Digital;7;8;Abono de Internet| Capacitaciones y/o cursos| Descuento en gimnasios / Clases de gimnasia online| Horarios flexibles| Licencia de paternidad / maternidad extendida| Vacaciones flexibles (adicionales a las reglamentarias)| Viáticos;;;;;;;;;;;;;;;;;;;;;;;;;43;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;500000;380;;;3;3;No;No recibo bono;Uno;30;3;Architect;20;0;0;0;Docker| IBM Cloud / Watson| Kubernetes| Linux| Windows Server;HTML| Java| Javascript| TypeScript;Bootstrap| Hibernate| Node.js| React.js| Spring;IBM Db2| PostgreSQL;Ninguna de las anteriores;Nano| Visual Studio Code;10001+;;Servicios / Consultoría de Software / Digital;6;0;Ninguna de las anteriores;Universitario;Completado;Ingeniería en Sistemas de Información;UTN - Universidad Tecnológica Nacional;No;No;No;No;0;Porcentaje de mi sueldo;En un trabajo anterior;;;3;2;3;Pareja| Hijos/as (tiempo completo);Sí;Sí;3;Cambié de trabajo| pero no por la pandemia;9;No la afectó;Ninguna de las anteriores;45;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;310000;190000;Cobro parte de mi sueldo en otro país;0;4;4;De uno a tres sueldos;Mix de las anteriores;Dos;25;7;Architect;19;6;2;6;Amazon Web Services;PHP;Ninguno de los anteriores;Microsoft SQL Server;PHPUnit;Visual Studio Code;501-1000;;Servicios / Consultoría de Software / Digital;9;9;Abono de Internet| Capacitaciones y/o cursos| Descuento en gimnasios / Clases de gimnasia online| Clases de idiomas| Descuentos varios (Mercado Pago| Clarín 365| Club La Nación| etc)| Horarios flexibles| Licencia de paternidad / maternidad extendida| Vacaciones flexibles (adicionales a las reglamentarias);;;;;;;;;;;;;;;;;;;;;;;;;42;Varón Cis
Ciudad Autónoma de Buenos Aires;Full-Time;4690000;262876;Cobro parte de mi sueldo en otro país;100;3;3;No;No recibo bono;Más de tres;40;6;Manager / Director;12;7;2;12;Linux;Bash/Shell;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores;IntelliJ| IPython / Jupyter| Sublime Text;501-1000;;Producto basado en Software;7;0;Abono de Internet| Descuento en gimnasios / Clases de gimnasia online| Estacionamiento gratuito / subvencionado| Horarios flexibles| Lactario en la oficina| Licencia de paternidad / maternidad extendida| Vacaciones flexibles (adicionales a las reglamentarias);Universitario;Completado;;UBA - Universidad de Buenos Aires;Sí| de forma particular;No;No;;;;;;;;;;;;;;;;;;31;Mujer Cis
Ciudad Autónoma de Buenos Aires;Freelance;7000;6500;Cobro en dólares;;4;3;No;No recibo bono;No;0;0;Developer;12;0;5;0;Azure| dynamics 365;.NET| C#| Javascript| TypeScript;.NET Core;Microsoft Azure (Tables| CosmosDB| SQL| etc)| Microsoft SQL Server;Ninguna de las anteriores;Notepad++| Visual Studio| Visual Studio Code;101-200;Trabajo para una empresa que no tiene oficina en mi ciudad;Servicios / Consultoría de Software / Digital;9;10;Horarios flexibles;;;;;;;;;;;;;;;;;;;;;;;;;32;Varón Cis
